,ID,Name,Description,Address,Website,Phone,Activities,Categories,Individual ,Unnamed: 9,Unnamed: 10,Latitude,Longitude,Accessibility Score
132,428,Georgetown Park Gazebos,"This park has a three acre lake surrounded by a lighted track made up of a wooden walkway and asphalt (2 Â¾ laps = 1 mile). The park includes a playground, a grill and two gazebos.","2224 Myrtlewood Dr, Birmingham, AL 35216, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.40325551,-86.79597146,
133,,Hairston Baseball Complex,,"3724 6th Street West, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.55495499,-86.84631022,
134,,Hanover Park,,"2776 Hanover Circle, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50529051,-86.78612752,
135,,Harriman Park,,"4345 F.L. Shuttlesworth Drive, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.56675245,-86.79446366,
136,,Harrison Park,,"1615 McMillan Avenue S.W., Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.48916613,-86.85362643,
137,,Highland Park,,"3300 Highland Ave S, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50984438,-86.7777106,
138,171,Highland Park Racquet Club,The Academy is located at Highland Park Tennis Center. The tennis professionals of the Academy provide quality instruction and programming for all ages. Our tennis professionals are committed to helping each person achieve his/her goals through extensive programming.,"3300 Highland Ave S, Birmingham, AL 35205, United States",https://www.academytennis.com/pages/index.cfm?siteid=5271,205-251-1965,"Golf,Tennis",Both,Individual ,Outdoor,Land activity,33.50828036,-86.7760224,
139,,Hillman Park,,"4549 Park Avenue S.W., Birmingham, AL 35221",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.44828108,-86.90206762,
140,,Hooper City Park,,"3901 4th Street West, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.55926181,-86.84087379,
141,,Howze-Stanford Park,,"320 Avenue D, Pratt City, 35214",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53162298,-86.88822879,
142,,Hugo Black Park,,"2801 Niazuma Avenue, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50301686,-86.7809705,
143,281,Harris Park and Community Pool,"Outdoor community swimming pool with an outdoor basketball court, a softball infield, a playground, and an open grassy area.

Pool is open June 1-August 7. Swim lesson are offered from 10AM-12PM","2720 Avenue W, Birmingham, AL 35208, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Parks,Swimming",Both,Both,Outdoor,Both,33.50162333,-86.8789029,
144,290,Heardmont Park,"Heardmont Park covers seventy-four acres which includes the Oak Mountain High School Football Stadium with rubberized track, 9 baseball/softball fields, 3 soccer fields, playground facilities, walking trails, 4 lighted tennis courts, and a senior center located within the park.","5458 Cahaba Valley Rd, Birmingham, AL 35242, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Baseball,Biking,Flag Football,Football,Parks,Running,Soccer,Softball,Tennis,Track & Field,Walking",Both,Both,Outdoor,Land activity,33.36490776,-86.72342425,
145,396,Heardmont Park Senior Center,"Heardmont Senior Center in Birmingham offers exercise, bridge, Mexican Dominoes, bingo, T'ai Chi, Phase 10 cards, Canasta, Hearts and much more. Couples and line dancing are also offered. Call for schedule or drop in and visit.","5452 Cahaba Valley Rd, Birmingham, AL 35242, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,205-991-5742,"Aerobics,Chair Exercise,Dance",Adults,Individual ,Indoor,Land activity,33.36520464,-86.7241509,
146,299,Heroes Park,"Playground, and short looped walking trail.","1950 Butler Rd, Alabaster AL 35007,USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,Parks,Both,Both,Outdoor,Land activity,33.20041316,-86.8307802,
147,269,Hoover Sports Park Central,"This twenty-two acre park is owned and operated by the City of Hoover. The park includes six lighted baseball/softball fields, a track, a playground, restrooms, press boxes, and one football/soccer field.
Concessions are available. This park is also home to the Hoover girls softball program.","3468 Chapel Ln, Hoover, AL 35226, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Flag Football,Football,Parks,Running,Soccer,Softball,Walking",Adults,Individual ,Outdoor,Land activity,33.38349886,-86.8230951,
148,291,Hoover Sports Park East,"This park has softball, baseball, soccer and football fields.  Park pavilions, playgrounds, press boxes and concession stands are also located on site.

The City is proud to be the host of the Over the Mountain Miracle League at Hoover Field.  In addition, a donors wall will be in place at the complex to recognize those whose ficial contributions have made the building of the field possible.

Must have permission to use the facilities","2649 Old Rocky Ridge Rd, Birmingham, AL 35216, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Baseball,Football,Parks,Running,Soccer,Softball,Walking",Both,Both,Outdoor,Land activity,33.40158474,-86.762356,
149,354,Huffman Roebuck Park,A public youth baseball complex featuring 6 baseball fields and a football practice field.,"421 Red Lane Road, Birmingham, AL 35215, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Baseball,Football",Both,Both,Outdoor,Land activity,33.59119957,-86.70291169,
150,,Inglenook Park,,"4016 37th Avenue North, Birmingham, AL 35217",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.55838548,-86.7778088,
151,424,Inverness Disc Golf Park,Inverness Disc Golf Park (AKA InDiGo) is in Inverness Nature Park with rolling hills and fairly dense woods. Dual tees and pin positions.,"272 Inverness Pkwy, Birmingham, AL 35242, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,Golf,Both,Both,Outdoor,Land activity,33.41815961,-86.71324518,
152,,Jenny Justo Park,,"300 Killough Circle, Birmingham, AL 35215",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.61340678,-86.70670899,
153,,Jimmie Hudson (Sandusky) Park,,"305 Pratt Highway, Birmingham, AL 35214",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53959626,-86.89569973,
154,425,Jemison Park Nature Trail,"This 54-acre linear park designed for preservation as a green way, is used for walking, jogging, reading, bird watching, and enjoying a picnic.  Visitors are able to relax and enjoy the sights and sounds of nature while strolling along Shades Creek.  Owls, hawks, raccoons, and fox are among the animals residing in the area, along with abundant native plant species.  The natural beauty of the area makes Jemison Park one of the most popular walking attractions in Mountain Brook.  The one mile concrete trail connects with the Nature Trail and the Watkins Trace Trail.  Because it is tied in with the Cityâ€™s sidewalk system, it is easily accessible to residents.  There are also several parking spaces along Mountain Brook Parkway for parking.","2615 Mountain Brook Pkwy, Birmingham, AL 35223, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Running,Walking",Both,Both,Outdoor,Land activity,33.47687045,-86.76267573,
155,149,Joe Tucker Park,"The park surrounds a large lake and includes a walking track, tennis courts, baseball fields, pavillions, a chapel, a histroic log cabin and the boundless place. It is located beside the city library behind City Hall.","230 Tucker Rd, Helena, AL 35080, USA",https://cityofhelena.org/Default.asp?ID=560,205-663-2161,"Baseball,Running,Tennis,Walking",Both,Both,Outdoor,Land activity,33.28926322,-86.84280056,
156,,Kelly Ingram Park,,"500 17th Street North, Birmingham, AL 35203",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.5167698,-86.81302439,
157,,Key Circle Park,,"2800 Key Circle, Birmingham, AL 35213",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.4988658,-86.78188946,
158,,Kiwanis Vulcan Trail,,"1852 Richard Arrington Jr. Boulevard South, Birmingham, AL 35209",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49251651,-86.795642,
159,,Learning Tree Park,,"4831 Court V, Ensley, AL 35208",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49293146,-86.87464576,
160,,Lewis Park,,"6600 Interlaken Avenue, Birmingham, AL 35212",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.54420453,-86.72613154,
161,,Linn Park,,"711 20th Street North, Birmingham, AL 35203",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51995644,-86.8102108,
162,,Lowery Park,,"1600 Mims Avenue S.W., Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.47855955,-86.85431346,
163,,Lynn Park,,"416 82nd Street North, Birmingham, AL 35206",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.57136222,-86.72941637,
164,182,Leeds Memorial Park,A public park with a walking trail located next to a baseball/softball complex.,"1100 Helen St SW, Leeds, AL 35094, USA",https://www.leedsalabama.org/parks-recreation/,205-699-2585,"Baseball,Parks,Soccer,Softball",Both,Both,Both,Land activity,33.53615347,-86.56019825,
165,306,Lewis Park and Community Pool,"A park featuring a park, outdoor basketball court, softball field, picnic area, and a pool (currently under construction).","7500 66th St S, Birmingham, AL 35212, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Basketball,Parks,Softball",Both,Both,Both,Both,33.54356639,-86.72580922,
166,209,Liberty Park Sports Complex,"Liberty Park Sports Complex features 4 youth softball fields, and 5 adult softball fields.","15000 Liberty Pkwy, Vestavia Hills, AL 35242, USA",https://www.birminghamal.org/listings/liberty-park-sports-complex/,205-967-7009,"Baseball,Softball",Both,Both,Outdoor,Land activity,33.47817921,-86.67788173,
167,183,Luman Harris Park,"Luman Harris Park, home of girlâ€™s softball programs, is named for Gardendale native and former Atlanta Braves manager Luman Harris. The softball complex has a  miracle league"" field that allows for inclusion of individuals  with handicaps","401-, 601 Park St, Gardendale, AL 35071",https://www.cityofgardendale.com/parksrec/page/luman-harris-park,205-631-6580,Walking ,Children,Individual ,Outdoor,Land activity,33.63691229,-86.7951357,
168,,Maclin Park,,"2701 F.L. Shuttlesworth Drive North, Birmingham, AL 35217",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.55082263,-86.80561319,
169,,Marconi Park,,"630 25th Street North, Birmingham, AL 35203",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52331529,-86.80247599,
170,,Martine Luther King Jr. Park,,"529 43rd Street North, Birmingham, AL 35222",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53278899,-86.77298322,
171,,McAlpine Park,,"701 11th Street, Ensley, AL 35218",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51910749,-86.88851156,
172,,McLendon Park,,"400 Graymont Avenue West, Birmingham, AL 35204",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51125619,-86.8436178,
173,,McMahon Park,,"2720 Avenue W, Ensley, AL 35208",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50159649,-86.87893509,
174,315,Memorial Recreation Center and Park,"A recreation center featuring an indoor and outdoor basketball court, a softball field, football field, tennis courts, and volleyball court. 

The pool is closed down for the summer due to a crack in the foundation.","524 6th Ave S, Birmingham, AL 35205, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Basketball,Football,Parks,Softball,Tennis,Volleyball",Both,Both,Outdoor,Land activity,33.49904712,-86.82182016,
175,,Minnieville Park,,"5500 14th Avenue, Birmingham, AL 35224",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49918284,-86.93409796,
176,,North Birmingham Park,,"3501 28th Street North, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.5592103,-86.81734145,
177,,Norwood Boulevard Park Trail,,"1420 Norwood Boulevard, Birmingham, AL 35234",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53680521,-86.80620832,
178,,Norwood Park,,"1420 28th Street North, Birmingham, AL 35234",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53516898,-86.80540687,
179,,One Pratt Park,,"709 Dugan Avenue, Birmingham (Pratt City), AL 35214",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.54293182,-86.87841227,
180,,Overton Park,,"834 Oak Street, Birmingham, AL 35210",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49575671,-86.69651782,
181,,Oxmoor Park (Sandridge),,"2354 Wenonah-Oxmoor Road, Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.43585138,-86.8645929,
182,334,Oak Mountain State Park,"Oak Mountain State Park has grown to 9,940 acres making it Alabamaâ€™s largest state park. With the largest land-area, one of the widest varieties of outdoor activities of any state park, and its proximity to Birmingham, Oak Mountain is a perfect stop while traveling to and from the stateâ€™s largest city.","200 Terrace Drive, Pelham, AL 35124, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,205-620-2520,"Archery,Biking,Boating,Camping,Canoeing,Climbing,Cycling,Fishing,Golf,Hiking,Horseback Riding,Kayaking,Parks,Swimming,Volleyball",Both,Both,Outdoor,Both,33.32499062,-86.75936589,
183,,Patton Park ,,"1200 Sipsey Street, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.54634572,-86.77916282,
184,,Phelan Park,,"1450 14th Avenue South, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.49448769,-86.80265816,
185,,Pine Knoll Park,,"9914 Wood Avenue, Birmingham, AL 35217",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.59919852,-86.73751492,
186,,Pratt City Park,,"1331 3rd Street, Pratt City, AL 35214",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53363345,-86.87294965,
187,167,Pelham City Park Complex - Parks & Recreation Dpt.,"The department is responsible for maintaining the city park and four neighborhood parks. The city park is centrally located off Highway 31. Four neighborhood parks are located in Chandalar, Oak Mountain Estates,  Mallard Point, and Fun-Go-Holler Park, the newest addition to the park system, is located beside the Pelham Racquet Club off of Highway 52.","555 Ball Park Rd, Pelham, AL 35124",https://pelhamalabama.gov/facilities/facility/details/citypark-1,205-620-6426,"Baseball,Football,Running,Soccer,Softball,Tennis,Walking",Both,Individual ,Outdoor,Land activity,33.30407015,-86.8086362,
188,175,Penhale Park,Small Baseball park.,"Penhale Park Rd, Helena, AL 35080, USA",https://www.shelbyal.com/Facilities/Facility/Details/Sonny-Penhale-Park-117,205-621-9904,"Baseball,Softball",Both,Group,Outdoor,Land activity,33.26763766,-86.84305229,
189,,Ramsay Park I-A,,"3600 Montclair Road, Birmingham, AL 35213",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50326475,-86.76938217,
190,,Ramsay Park I-B,,"3601 Country Club Road, Birmingham, AL 35213",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.5020044,-86.76900248,
191,,Ramsay Park II,,"3500 Country Club Road, Birmingham, AL 35213",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50202319,-86.77397447,
192,,Rhodes Park,,"2800 Highland Avenue, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.5049024,-86.78348873,
193,,Rickwood Mini-Park,,"201 11th Street West, Birmingham, AL 35204",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.50370271,-86.85426467,
194,,Roebuck Park/Hawkins,,"8920 Roebuck Boulevard North, Birmingham, AL 35206",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.58327475,-86.71187967,
195,,Roosevelt City Park,,"5904 Higan Avenue, Birmingham, AL 35228",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.43443183,-86.92968376,
196,,Rotary Trail,,"15 South 20th Street, Birmingham, AL 35233",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51261855,-86.80372719,
197,197,Railroad Park,"Railroad Park is a 19 acre green space in downtown Birmingham that celebrates the industrial and artistic heritage of our great city. Situated along 1st Avenue South, between 14th and 18th Streets, the park is a joint effort between the City of Birmingham and the Railroad Park Foundation. Hailed as Birmingham's Living Room","1600 1st Ave S, Birmingham, AL 35233, USA",https://railroadpark.org/index.php,205-521-9933,Walking ,Both,Both,Outdoor,Land activity,33.50835144,-86.81197263,
198,,Rozelle Reynolds Park,,"6126 Avenue O, Ensley, AL 35228",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.47388711,-86.89210603,
199,,Rushton Park,,"3000 Highland Avenue, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.5073782,-86.7802428,
200,369,Shades Creek Greenway (Lakeshore Trail),The Homewood Shades Creek Greenway is a three-mile-long multi-use trail meandering through floodplain forest along the banks of Shades Creek. The paved trail is frequented by joggers. The Greenway includes a portion of Shades Creek and provides a chance to explore floodplain habitats of one of the most important streams in the Birmingham metropolitan area. An expansion of the Greenway in both directions is underway by the city of Homewood.,"1280 Columbiana Rd, Vestavia Hills, AL 35216, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Running,Walking",Both,Both,Outdoor,Land activity,33.44995773,-86.812055,
201,,Sherman Heights North Park,,"1434 Slayden Avenue, Birmingham, AL 35224",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52260764,-86.90300619,
202,,Sherman Heights South Park,,"2701 Slayden Avenue, Birmingham, AL 35224",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51180267,-86.91264246,
203,,Smithfield Estates Park,,"1707-B Huntington Drive, Birmingham, AL 35214",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.54825748,-86.8648334,
204,,Spring Haven Park,,"1-B 14th Avenue S.W., Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.48229774,-86.83105994,
205,,Spring Water Park,,"1400 Midland Avenue, Birmingham, AL 35224",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52897168,-86.92669392,
206,,Stockham Park,,"4221 8th Avenue North, Birmingham, AL 35212",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53775816,-86.77592244,
207,431,Sertoma Park,"This park has a large playground, picnic tables, restroom facilities, and four lighted tennis courts. It is located behind Green Valley Elementary School.","3301 Thornton Dr, Hoover, AL 35226, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,Parks,Both,Both,Outdoor,Land activity,33.39560802,-86.8115017,
208,,Tarpley City Park,,"3220 Wenonah Road SW, Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.4452502,-86.88555487,
209,,Thomas Park,,"538 5th Street West, Birmingham, AL 35204",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.53500146,-86.8472596,
210,,Tuxedo Heights Park,,"531 Alder Avenue, Birmingham, AL 35214",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.52798603,-86.8750455,
211,,Tuxedo Park,,"1301 Avenue T, Ensley, AL 35218",https://www.birminghamal.gov/parks-and-recreation/parks/,,Walking ,Both,Both,Outdoor,Land activity,33.51407377,-86.88135146,
212,294,Tom Bradford Park,"A park featuring 3 playgrounds, 2 picnic areas, an large open green space with a soccer goal, and tennis courts.","1802 Edwards Lake Rd, Birmingham, AL 35235, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,,"Parks,Tennis",Both,Both,Outdoor,Land activity,33.60343481,-86.65380439,
213,66,Trussville City Pool and Park,An outdoor pool in Trussville. Part of the Trussville parks and recreation department.,"219 Parkway Dr, Trussville, AL 35173, USA",https://trussville.org/departments/parks-recreation/pool-2/,205-661-0490,Swimming,Both,Both,Outdoor,Water activity,33.62827551,-86.60476736,
214,,Underwood Park,,"2621 10th Avenue South, Birmingham, AL 35205",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.50533542,-86.7885843,
215,,Valley View Park,,"1816 16th Avenue South, Birmingham, AL 35205",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.4937925,-86.795736,
216,295,Wahouma Park,"A 23-acre city park that features a soccer/football field, a baseball field, two outdoor basketball courts, a playground, a picnic pavilion, and a small wooded area.","200 71st St N, Birmingham, AL 35206, USA",https://trussville.org/departments/parks-recreation/pool-2/,,Parks,Both,Both,Outdoor,Land activity,33.5558622,-86.7379745,
217,,West Brownville Park,,"5201 Jefferson Avenue S.W., Birmingham, AL 35221",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.44273602,-86.9089522,
218,,West End Walking Trail,,"633 Cotton Avenue S.W., Birmingham, AL 35211",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.49830644,-86.842354,
219,,West Goldwire Park,,"2749 Ishkooda Road-Wenonah Road, Birmingham, AL 35211",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.45783026,-86.86053227,
220,,Wiggins Park,,"3301 Jefferson Avenue S.W., Birmingham, AL 35221",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.46382519,-86.88721249,
221,,Willow Wood Park,,"5312 Georgia Road, Birmingham, AL 35212",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.54233973,-86.75563994,
222,,Woodward Park,,"1215 McMillan Avenue S.W., Birmingham, AL 35211",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.49169536,-86.85018674,
223,,Wylam Park,,"1101 Detroit Street, Birmingham, AL 35224",https://trussville.org/departments/parks-recreation/pool-2/,,Walking ,Both,Both,Outdoor,Land activity,33.50212929,-86.91512604,
224,174,Veterans Park- Alabaster,"A 90-acre facility with five Youth Baseball/Softball Fields with a Concession Stand and Press Box, 2 Miles of Lighted Walking Tracks with Benches for resting along the way, Regulation Size Skatepark,a Bluebird Trail, Two Playground Areas, Restrooms, 9 Pavilions Available for Rental, Several Play Meadows, Batting Cages,and an Arbor.","7305 Alabama 119, Alabaster, AL 35007, USA",https://www.cityofalabaster.com/165/Parks-Recreation,205-664-6480,"Baseball,Parks,Running,Soccer,Walking",Both,Both,Outdoor,Land activity,33.18828437,-86.8236438,
225,223,Wald Park,"Wald Park is located in Vestavia Hills. The park features tennis courts, baseball fields, playgrounds, a walking/running track, and is located next to the community pool.","1973 Merryvale Rd, Vestavia Hills, AL 35216, USA",https://vhal.org/parks-facilities/,(205) 978-0166,"Baseball,Parks,Running,Tennis,Walking, Swimming",Both,Both,Outdoor,Both,33.43379498,-86.7894381,
226,176,Warrior Park,Has four baseball/softball fields and two batting cages.,"100 Depot Street Alabaster AL, 35007",https://www.cityofalabaster.com/facilities/facility/details/warriorpark-11,205-664-6840,"Baseball,Parks,Softball",Children,Individual ,Outdoor,Land activity,33.22509731,-86.82893815,
227,38,West Homewood Park,"West Homewood Park is the largest multi-use facility within the Homewood Parks and Recreation Board. Primary use of the facility are youth baseball, youth softball, adult softball, tennis and other sports activities.  The facility has 9 fields used for baseball /softball and one large multi purpose field used primarily for soccer and lacrosse.  Also located in the park are two picnic pavilions, a playground, eight tennis courts and a public swimming pool for summer use.

All practices, camps, games, training sessions, and groups of 7 or more must have authorized use by Homewood Parks and Recreation Board.","121 W Oxmoor Rd, Homewood, AL 35209, USA",https://www.homewoodparks.com/west-homewood-athletic-center,,"Baseball,Flag Football,Lacrosse,Running,Soccer,Softball,Tennis,Walking",Both,Both,Outdoor,Land activity,33.4509509,-86.83775393,
228,427,Wildflower Park,"This local neighborhood park is located in the Wildflower Subdivision. Amenities include:
Two playgrounds
Outdoor basketball court
Walking track (5 laps = 1 mile) surrounding the athletic field. 
Public parking
Restroom facilities","2000 Wild Flower Dr, Hoover, AL 35244, USA",http://www.hooveral.org/678/Wildflower-Park,205-444-7500,"Basketball,Parks",Both,Both,Outdoor,Land activity,33.35595316,-86.79700914,
229,,Brownsville Heights,,"9225 Airport Road, Birmingham, AL 35207",,205-841-2520,Walking ,Both,Both,Outdoor,Land activity,33.58939034,-86.74023735,
230,,Hawkins,,"8920 Roebuck Blvd. Birmingham, AL 35206",,205-836-1661,Walking ,Both,Both,Outdoor,Land activity,33.58325687,-86.71197623,
231,,Henry Crumptom,,"346 Gloria Road. SW, Birmingham, AL 35211",,205-925-9994,Walking ,Both,Both,Outdoor,Land activity,33.46362229,-86.85920029,
232,,Bosewell-Highland Golf Course,"Located in the heart of downtown Birmingham, Boswell-Highland is a favorite spot among area golfers and visitors. Enjoy a golf experience unlike any other at this fun 18-hole layout with friendly staff, reasonable rates and excellent course conditions.","3300 Highland Avenue South, Birmingham, AL 35205",https://highlandparkgolf.com/,205-322-1902,Walking ,Both,Both,Outdoor,Land activity,33.50982649,-86.77775352,
233,,Roebuck Hawkins Golf Course,"Approximately 10 miles from downtown Birmingham, this city course offers a golfing experience that will challenge the duffer and seasoned player . One of the best bargains in the area, the course offers challenge and economy.","8920 Roebuck Boulevard, Birmingham, AL 35206",https://www.roebuckgolf.com/,205-836-7318,Walking ,Both,Both,Outdoor,Land activity,33.58323006,-86.71195477,
234,243,Cooper Green Pool,Public swimming pool open June 1-August 7. Swim lessons are offered from 10AM-12PM.,"111 Dorothy Dr SW, Birmingham, AL 35211, USA",https://www.birminghamal.gov/parks-and-recreation/pools/,205-925-5497,Swimming,Both,Both,Both,Both,33.46780258,-86.86208099,
235,47,Crestwood Pool,A community pool located in Crestwood Park. Pool is open from June 1-August 7. Swim lessons are offered from 10AM-12PM,"5400 Crestwood Blvd, Birmingham, AL 35212, USA",https://www.birminghamal.gov/parks-and-recreation/pools/,205-254-2391,Swimming,Both,Both,Both,Both,33.52902992,-86.7509675,
236,,E.O. Jackson Pool,,"601 15th Avenue North, Birmingham, AL 35204",https://www.birminghamal.gov/parks-and-recreation/pools/,205-323-8382,Swimming,Both,Both,Both,Both,33.52903538,-86.82694674,
